id,Car_Cancellation
135253,0
135254,0
135260,0
135263,0
135268,0
135299,0
135307,0
135312,0
135318,0
135321,0
135325,0
135326,0
135330,0
135331,0
135332,0
135340,0
135345,0
135347,0
135348,0
135353,0
135359,0
135365,0
135366,0
135374,0
135381,0
135385,0
135402,0
135407,0
135410,0
135421,0
135423,0
135427,0
135430,0
135432,0
135434,0
135444,0
135445,0
135451,0
135455,0
135468,0
135471,0
135482,0
135483,0
135490,0
135491,0
135497,0
135501,0
135505,0
135507,0
135513,0
135519,0
135530,0
135533,0
135534,0
135549,0
135556,0
135557,0
135558,0
135563,0
135569,0
135576,0
135579,0
135584,0
135586,0
135587,0
135601,0
135605,0
135607,0
135610,0
135618,0
135623,0
135633,0
135637,0
135638,0
135643,0
135655,0
135662,0
135667,0
135672,0
135680,0
135684,0
135698,0
135703,0
135704,0
135712,0
135720,0
135721,0
135725,0
135732,0
135737,0
135748,0
135749,0
135751,0
135754,0
135758,0
135762,0
135764,0
135766,0
135767,0
135771,0
135776,0
135783,0
135785,0
135791,0
135792,0
135813,0
135815,0
135820,0
135829,0
135832,0
135833,0
135839,0
135843,0
135853,0
135866,0
135875,0
135879,0
135881,0
135883,0
135884,0
135893,0
135894,0
135898,0
135902,0
135912,0
135915,0
135922,0
135927,0
135928,0
135931,0
135934,0
135944,0
135947,0
135959,0
135960,0
135973,0
135977,0
135981,0
135983,0
135985,0
135986,0
135989,0
135995,0
136011,0
136019,0
136030,0
136033,0
136038,0
136039,0
136041,0
136044,0
136050,0
136063,0
136064,0
136068,0
136072,0
136073,0
136076,0
136078,0
136079,0
136081,0
136083,0
136087,0
136091,0
136100,0
136101,0
136104,0
136109,0
136112,0
136122,0
136127,0
136133,0
136134,0
136139,0
136140,0
136153,0
136155,0
136156,0
136160,0
136161,0
136162,0
136163,0
136164,0
136166,0
136176,0
136178,0
136181,0
136195,0
136205,0
136210,0
136229,0
136233,0
136238,0
136243,0
136244,0
136248,0
136263,0
136273,0
136274,0
136278,0
136282,0
136290,0
136291,0
136293,0
136294,0
136296,0
136297,0
136302,0
136305,0
136322,0
136332,0
136338,0
136344,0
136353,0
136357,0
136364,0
136369,0
136373,0
136376,0
136380,0
136388,0
136392,0
136396,0
136404,0
136415,0
136417,0
136418,0
136420,0
136427,0
136441,0
136443,0
136446,0
136449,0
136453,0
136455,0
136458,0
136462,0
136464,0
136469,0
136473,0
136477,0
136478,0
136485,0
136489,0
136507,0
136509,0
136510,0
136518,0
136525,0
136527,0
136530,0
136538,0
136539,0
136544,0
136553,0
136555,0
136559,0
136561,0
136569,0
136573,0
136581,0
136583,0
136592,0
136594,0
136597,0
136600,0
136601,0
136606,0
136613,0
136623,0
136625,0
136632,0
136634,0
136645,0
136646,0
136653,0
136657,0
136662,0
136664,0
136687,0
136694,0
136696,0
136701,0
136705,0
136707,0
136711,0
136716,0
136722,0
136726,0
136736,0
136740,0
136745,0
136759,0
136767,0
136769,0
136779,0
136780,0
136787,0
136791,0
136795,0
136811,0
136818,0
136820,0
136832,0
136836,0
136842,0
136843,0
136853,0
136861,0
136864,0
136866,0
136870,0
136880,0
136885,0
136893,0
136897,0
136899,0
136900,0
136918,0
136920,0
136922,0
136924,0
136929,0
136930,0
136934,0
136935,0
136937,0
136939,0
136943,0
136949,0
136958,0
136971,0
136976,0
136981,0
137005,0
137011,0
137024,0
137025,0
137026,0
137032,0
137038,0
137040,0
137045,0
137046,0
137060,0
137066,0
137069,0
137070,0
137072,0
137074,0
137076,0
137077,0
137094,0
137097,0
137105,0
137112,0
137114,0
137126,0
137127,0
137134,0
137136,0
137143,0
137145,0
137146,0
137152,0
137158,0
137159,0
137161,0
137163,0
137167,0
137169,0
137177,0
137182,0
137183,0
137184,0
137186,0
137191,0
137195,0
137197,0
137199,0
137200,0
137205,0
137208,0
137212,0
137216,0
137222,0
137230,0
137234,0
137240,0
137241,0
137242,0
137243,0
137246,0
137247,0
137259,0
137267,0
137272,0
137273,0
137274,0
137275,0
137277,0
137279,0
137284,0
137286,0
137299,0
137304,0
137311,0
137322,0
137323,0
137351,0
137354,0
137355,0
137363,0
137364,0
137370,0
137371,0
137374,0
137375,0
137376,0
137385,0
137390,0
137392,0
137393,0
137403,0
137404,0
137410,0
137411,0
137432,0
137448,0
137455,0
137457,0
137460,0
137461,0
137462,0
137463,0
137468,0
137470,0
137474,0
137475,0
137481,0
137489,0
137490,0
137494,0
137506,0
137507,0
137508,0
137511,0
137513,0
137514,0
137515,0
137516,0
137522,0
137531,0
137544,0
137546,0
137550,0
137551,0
137553,0
137560,0
137577,0
137579,0
137590,0
137592,0
137594,0
137614,0
137617,0
137627,0
137628,0
137635,0
137640,0
137642,0
137646,0
137647,0
137655,0
137659,0
137661,0
137664,0
137665,0
137667,0
137670,0
137671,0
137676,0
137688,0
137690,0
137695,0
137705,0
137709,0
137711,0
137712,0
137719,0
137724,0
137732,0
137741,0
137745,0
137750,0
137752,0
137756,0
137759,0
137766,0
137767,0
137768,0
137775,0
137783,0
137786,0
137788,0
137792,0
137794,0
137801,0
137803,0
137804,0
137823,0
137829,0
137832,0
137838,0
137840,0
137850,0
137853,0
137854,0
137855,0
137856,0
137861,0
137866,0
137887,0
137902,0
137911,0
137912,0
137923,0
137933,0
137935,0
137936,0
137940,0
137948,0
137964,0
137965,0
137973,0
137987,0
137989,0
137994,0
137995,0
137997,0
137999,0
138000,0
138007,0
138011,0
138012,0
138013,0
138014,0
138020,0
138030,0
138031,0
138032,0
138039,0
138041,0
138062,0
138065,0
138067,0
138074,0
138076,0
138088,0
138089,0
138105,0
138108,0
138114,0
138115,0
138120,0
138122,0
138125,0
138127,0
138137,0
138148,0
138151,0
138155,0
138158,0
138168,0
138171,0
138174,0
138196,0
138202,0
138209,0
138213,0
138219,0
138233,0
138250,0
138254,0
138263,0
138266,0
138268,0
138271,0
138282,0
138285,0
138296,0
138298,0
138300,0
138307,0
138311,0
138313,0
138314,0
138322,0
138334,0
138349,0
138360,0
138376,0
138378,0
138380,0
138388,0
138392,0
138397,0
138409,0
138414,0
138418,0
138427,0
138428,0
138430,0
138431,0
138438,0
138445,0
138449,0
138459,0
138467,0
138468,0
138469,0
138476,0
138477,0
138478,0
138484,0
138487,0
138492,0
138495,0
138499,0
138500,0
138518,0
138520,0
138545,0
138546,0
138550,0
138553,0
138571,0
138574,0
138578,0
138581,0
138583,0
138584,0
138585,0
138589,0
138596,0
138600,0
138608,0
138609,0
138612,0
138624,0
138627,0
138629,0
138636,0
138638,0
138645,0
138648,0
138653,0
138659,0
138660,0
138669,0
138670,0
138690,0
138692,0
138701,0
138704,0
138710,0
138721,0
138722,0
138725,0
138728,0
138744,0
138749,0
138750,0
138752,0
138754,0
138763,0
138769,0
138772,0
138773,0
138774,0
138776,0
138787,0
138795,0
138801,0
138805,0
138810,0
138811,0
138817,0
138820,0
138822,0
138823,0
138829,0
138835,0
138838,0
138856,0
138858,0
138859,0
138860,0
138861,0
138871,0
138879,0
138881,0
138884,0
138885,0
138890,0
138898,0
138906,0
138908,0
138916,0
138917,0
138918,0
138922,0
138926,0
138934,0
138938,0
138946,0
138953,0
138960,0
138961,0
138962,0
138969,0
138982,0
138994,0
139002,0
139009,0
139012,0
139017,0
139023,0
139025,0
139029,0
139038,0
139045,0
139050,0
139051,0
139055,0
139063,0
139064,0
139071,0
139072,0
139082,0
139090,0
139091,0
139094,0
139095,0
139098,0
139100,0
139113,0
139118,0
139121,0
139131,0
139132,0
139134,0
139137,0
139151,0
139152,0
139164,0
139186,0
139192,0
139193,0
139196,0
139216,0
139219,0
139231,0
139246,0
139255,0
139271,0
139272,0
139280,0
139282,0
139283,0
139284,0
139293,0
139295,0
139302,0
139304,0
139306,0
139312,0
139326,0
139327,0
139328,0
139333,0
139343,0
139344,0
139345,0
139352,0
139358,0
139359,0
139361,0
139366,0
139369,0
139384,0
139389,0
139400,0
139401,0
139406,0
139420,0
139422,0
139423,0
139427,0
139432,0
139437,0
139440,0
139441,0
139450,0
139461,0
139478,0
139485,0
139490,0
139503,0
139505,0
139515,0
139518,0
139527,0
139534,0
139536,0
139538,0
139543,0
139548,0
139557,0
139558,0
139562,0
139571,0
139573,0
139579,0
139583,0
139587,0
139590,0
139602,0
139607,0
139615,0
139617,0
139621,0
139625,0
139636,0
139638,0
139658,0
139659,0
139663,0
139664,0
139665,0
139667,0
139668,0
139672,0
139673,0
139679,0
139682,0
139685,0
139692,0
139697,0
139698,0
139703,0
139718,0
139719,0
139730,0
139735,0
139737,0
139738,0
139745,0
139749,0
139750,0
139752,0
139757,0
139767,0
139770,0
139771,0
139775,0
139777,0
139780,0
139802,0
139812,0
139822,0
139829,0
139839,0
139853,0
139857,0
139862,0
139869,0
139875,0
139876,0
139881,0
139882,0
139884,0
139893,0
139895,0
139902,0
139906,0
139909,0
139940,0
139951,0
139963,0
139964,0
139965,0
139966,0
139971,0
139985,0
139987,0
139990,0
139997,0
140003,0
140014,0
140015,0
140017,0
140023,0
140025,0
140043,0
140045,0
140050,0
140052,0
140054,0
140055,0
140057,0
140058,0
140067,0
140081,0
140082,0
140088,0
140090,0
140092,0
140095,0
140103,0
140112,0
140113,0
140114,0
140118,0
140130,0
140132,0
140145,0
140148,0
140151,0
140155,0
140174,0
140175,0
140178,0
140179,0
140195,0
140196,0
140197,0
140209,0
140210,0
140215,0
140218,0
140219,0
140220,0
140225,0
140228,0
140231,0
140232,0
140234,0
140240,0
140267,0
140272,0
140275,0
140280,0
140296,0
140299,0
140300,0
140301,0
140304,0
140312,0
140317,0
140318,0
140321,0
140322,0
140324,0
140326,0
140327,0
140329,0
140335,0
140336,0
140339,0
140342,0
140344,0
140349,0
140359,0
140365,0
140367,0
140370,0
140376,0
140389,0
140404,0
140405,0
140415,0
140423,0
140425,0
140434,0
140438,0
140439,0
140457,0
140467,0
140470,0
140472,0
140476,0
140483,0
140497,0
140500,0
140502,0
140510,0
140519,0
140523,0
140534,0
140542,0
140550,0
140559,0
140574,0
140582,0
140583,0
140603,0
140604,0
140612,0
140634,0
140641,0
140643,0
140646,0
140652,0
140653,0
140663,0
140666,0
140669,0
140672,0
140673,0
140678,0
140680,0
140684,0
140685,0
140691,0
140692,0
140696,0
140700,0
140701,0
140704,0
140722,0
140724,0
140726,0
140731,0
140732,0
140733,0
140736,0
140737,0
140744,0
140747,0
140750,0
140755,0
140756,0
140757,0
140766,0
140779,0
140785,0
140787,0
140789,0
140795,0
140805,0
140819,0
140822,0
140833,0
140837,0
140840,0
140854,0
140864,0
140867,0
140873,0
140880,0
140883,0
140886,0
140890,0
140893,0
140898,0
140899,0
140903,0
140910,0
140914,0
140926,0
140929,0
140932,0
140938,0
140940,0
140941,0
140954,0
140957,0
140958,0
140959,0
140966,0
140968,0
140973,0
140974,0
140980,0
140986,0
140990,0
140991,0
140992,0
140999,0
141019,0
141030,0
141052,0
141074,0
141077,0
141081,0
141111,0
141120,0
141121,0
141124,0
141142,0
141150,0
141151,0
141153,0
141158,0
141159,0
141166,0
141168,0
141171,0
141173,0
141174,0
141175,0
141181,0
141184,0
141188,0
141189,0
141196,0
141204,0
141207,0
141214,0
141215,0
141218,0
141219,0
141220,0
141241,0
141243,0
141248,0
141252,0
141264,0
141266,0
141268,0
141270,0
141271,0
141284,0
141285,0
141286,0
141294,0
141300,0
141302,0
141305,0
141309,0
141311,0
141322,0
141344,0
141347,0
141354,0
141366,0
141374,0
141375,0
141380,0
141381,0
141389,0
141396,0
141397,0
141400,0
141406,0
141416,0
141422,0
141423,0
141428,0
141434,0
141439,0
141442,0
141443,0
141446,0
141447,0
141467,0
141472,0
141476,0
141484,0
141489,0
141490,0
141492,0
141493,0
141494,0
141495,0
141497,0
141498,0
141500,0
141513,0
141514,0
141515,0
141527,0
141532,0
141535,0
141538,0
141549,0
141551,0
141566,0
141573,0
141576,0
141578,0
141579,0
141586,0
141595,0
141599,0
141601,0
141602,0
141605,0
141617,0
141621,0
141623,0
141627,0
141672,0
141677,0
141684,0
141689,0
141691,0
141698,0
141704,0
141713,0
141714,0
141717,0
141728,0
141741,0
141748,0
141750,0
141751,0
141752,0
141753,0
141759,0
141764,0
141767,0
141786,0
141796,0
141797,0
141806,0
141809,0
141826,0
141829,0
141845,0
141857,0
141858,0
141865,0
141866,0
141871,0
141873,0
141874,0
141876,0
141901,0
141908,0
141915,0
141916,0
141924,0
141926,0
141933,0
141953,0
141959,0
141962,0
141963,0
141964,0
141966,0
141967,0
141988,0
141994,0
141995,0
141996,0
142000,0
142001,0
142003,0
142017,0
142030,0
142073,0
142082,0
142091,0
142092,0
142100,0
142101,0
142103,0
142107,0
142108,0
142112,0
142118,0
142126,0
142155,0
142158,0
142165,0
142175,0
142177,0
142181,0
142184,0
142191,0
142206,0
142210,0
142212,0
142223,0
142229,0
142232,0
142233,0
142234,0
142239,0
142242,0
142251,0
142254,0
142268,0
142277,0
142285,0
142295,0
142310,0
142313,0
142318,0
142323,0
142325,0
142340,0
142342,0
142351,0
142353,0
142365,0
142367,0
142369,0
142396,0
142407,0
142418,0
142419,0
142421,0
142426,0
142436,0
142440,0
142445,0
142449,0
142462,0
142468,0
142471,0
142475,0
142480,0
142483,0
142503,0
142504,0
142509,0
142511,0
142526,0
142535,0
142540,0
142541,0
142545,0
142552,0
142553,0
142557,0
142577,0
142585,0
142586,0
142601,0
142609,0
142615,0
142619,0
142634,0
142636,0
142639,0
142649,0
142656,0
142661,0
142662,0
142665,0
142666,0
142668,0
142671,0
142692,0
142697,0
142699,0
142700,0
142703,0
142713,0
142715,0
142720,0
142722,0
142732,0
142735,0
142738,0
142743,0
142744,0
142753,0
142758,0
142776,0
142783,0
142787,0
142794,0
142799,0
142801,0
142812,0
142818,0
142827,0
142830,0
142834,0
142842,0
142854,0
142860,0
142861,0
142863,0
142866,0
142872,0
142875,0
142885,0
142891,0
142893,0
142896,0
142900,0
142903,0
142905,0
142908,0
142910,0
142912,0
142921,0
142934,0
142936,0
142937,0
142947,0
142953,0
142958,0
142965,0
142968,0
142972,0
142973,0
142980,0
142981,0
142986,0
142987,0
142989,0
142991,0
143000,0
143008,0
143011,0
143014,0
143022,0
143024,0
143025,0
143030,0
143032,0
143036,0
143045,0
143047,0
143054,0
143060,0
143063,0
143074,0
143078,0
143089,0
143100,0
143112,0
143116,0
143123,0
143132,0
143133,0
143136,0
143138,0
143148,0
143149,0
143159,0
143161,0
143165,0
143168,0
143176,0
143184,0
143185,0
143189,0
143193,0
143200,0
143206,0
143210,0
143212,0
143214,0
143237,0
143241,0
143243,0
143247,0
143252,0
143260,0
143265,0
143274,0
143279,0
143289,0
143293,0
143294,0
143300,0
143301,0
143306,0
143307,0
143318,0
143324,0
143331,0
143337,0
143338,0
143357,0
143358,0
143359,0
143362,0
143364,0
143366,0
143372,0
143382,0
143383,0
143392,0
143393,0
143402,0
143406,0
143417,0
143423,0
143425,0
143431,0
143433,0
143434,0
143438,0
143440,0
143450,0
143456,0
143459,0
143470,0
143473,0
143475,0
143483,0
143487,0
143488,0
143490,0
143493,0
143501,0
143504,0
143507,0
143510,0
143511,0
143512,0
143523,0
143531,0
143544,0
143552,0
143554,0
143558,0
143576,0
143577,0
143596,0
143599,0
143600,0
143609,0
143612,0
143614,0
143621,0
143629,0
143631,0
143633,0
143648,0
143651,0
143653,0
143657,0
143666,0
143675,0
143681,0
143683,0
143684,0
143685,0
143689,0
143692,0
143696,0
143702,0
143709,0
143712,0
143719,0
143728,0
143730,0
143732,0
143733,0
143740,0
143744,0
143755,0
143756,0
143761,0
143775,0
143778,0
143780,0
143787,0
143788,0
143798,0
143799,0
143800,0
143802,0
143804,0
143806,0
143810,0
143815,0
143822,0
143824,0
143829,0
143831,0
143834,0
143845,0
143851,0
143858,0
143865,0
143870,0
143878,0
143880,0
143882,0
143889,0
143898,0
143899,0
143900,0
143903,0
143904,0
143911,0
143926,0
143930,0
143940,0
143953,0
143964,0
143966,0
143975,0
143977,0
143985,0
143997,0
144000,0
144004,0
144009,0
144023,0
144030,0
144032,0
144035,0
144051,0
144055,0
144059,0
144064,0
144069,0
144072,0
144079,0
144082,0
144086,0
144092,0
144106,0
144107,0
144110,0
144112,0
144121,0
144139,0
144147,0
144148,0
144150,0
144151,0
144163,0
144180,0
144186,0
144189,0
144192,0
144197,0
144198,0
144205,0
144212,0
144214,0
144222,0
144234,0
144239,0
144243,0
144253,0
144262,0
144266,0
144267,0
144271,0
144273,0
144275,0
144276,0
144285,0
144286,0
144289,0
144293,0
144300,0
144304,0
144312,0
144313,0
144314,0
144323,0
144337,0
144338,0
144342,0
144346,0
144349,0
144352,0
144354,0
144364,0
144374,0
144375,0
144378,0
144379,0
144381,0
144383,0
144384,0
144391,0
144394,0
144395,0
144397,0
144404,0
144435,0
144441,0
144465,0
144472,0
144475,0
144477,0
144480,0
144485,0
144498,0
144518,0
144519,0
144530,0
144540,0
144543,0
144552,0
144557,0
144558,0
144560,0
144568,0
144575,0
144586,0
144587,0
144593,0
144596,0
144602,0
144604,0
144605,0
144606,0
144607,0
144637,0
144644,0
144647,0
144648,0
144649,0
144651,0
144654,0
144655,0
144658,0
144670,0
144675,0
144691,0
144694,0
144699,0
144700,0
144703,0
144706,0
144712,0
144763,0
144765,0
144769,0
144781,0
144791,0
144792,0
144801,0
144805,0
144806,0
144826,0
144831,0
144836,0
144841,0
144848,0
144850,0
144855,0
144856,0
144860,0
144862,0
144872,0
144874,0
144880,0
144887,0
144896,0
144905,0
144911,0
144915,0
144919,0
144924,0
144926,0
144927,0
144928,0
144933,0
144935,0
144941,0
144944,0
144946,0
144952,0
144953,0
144959,0
144965,0
144971,0
144978,0
144980,0
144982,0
144988,0
145001,0
145004,0
145010,0
145013,0
145018,0
145028,0
145031,0
145034,0
145037,0
145038,0
145039,0
145043,0
145053,0
145062,0
145065,0
145075,0
145081,0
145083,0
145087,0
145088,0
145089,0
145096,0
145102,0
145117,0
145120,0
145124,0
145126,0
145131,0
145135,0
145145,0
145148,0
145160,0
145165,0
145167,0
145178,0
145180,0
145184,0
145193,0
145199,0
145200,0
145205,0
145208,0
145215,0
145216,0
145227,0
145231,0
145234,0
145245,0
145250,0
145252,0
145259,0
145262,0
145264,0
145269,0
145297,0
145302,0
145306,0
145307,0
145316,0
145320,0
145322,0
145328,0
145331,0
145333,0
145335,0
145343,0
145348,0
145351,0
145370,0
145373,0
145376,0
145384,0
145385,0
145399,0
145406,0
145410,0
145415,0
145423,0
145428,0
145431,0
145440,0
145444,0
145445,0
145450,0
145456,0
145458,0
145463,0
145469,0
145471,0
145474,0
145476,0
145481,0
145486,0
145494,0
145498,0
145506,0
145507,0
145522,0
145525,0
145526,0
145527,0
145528,0
145540,0
145546,0
145551,0
145559,0
145561,0
145563,0
145570,0
145573,0
145575,0
145581,0
145592,0
145596,0
145597,0
145599,0
145601,0
145604,0
145609,0
145613,0
145614,0
145615,0
145617,0
145619,0
145628,0
145632,0
145638,0
145644,0
145646,0
145647,0
145650,0
145654,0
145655,0
145656,0
145662,0
145668,0
145670,0
145679,0
145680,0
145683,0
145684,0
145690,0
145696,0
145715,0
145716,0
145718,0
145720,0
145722,0
145728,0
145735,0
145739,0
145742,0
145761,0
145763,0
145778,0
145780,0
145783,0
145786,0
145796,0
145797,0
145799,0
145802,0
145809,0
145812,0
145814,0
145820,0
145821,0
145842,0
145847,0
145854,0
145864,0
145866,0
145878,0
145880,0
145882,0
145889,0
145892,0
145906,0
145908,0
145912,0
145918,0
145919,0
145921,0
145926,0
145933,0
145934,0
145935,0
145947,0
145954,0
145965,0
145966,0
145967,0
145970,0
145971,0
145974,0
145977,0
145985,0
145987,0
145991,0
145995,0
145998,0
145999,0
146000,0
146005,0
146013,0
146019,0
146022,0
146033,0
146056,0
146058,0
146061,0
146062,0
146066,0
146067,0
146069,0
146072,0
146078,0
146081,0
146087,0
146095,0
146104,0
146105,0
146106,0
146109,0
146112,0
146116,0
146119,0
146128,0
146131,0
146132,0
146139,0
146142,0
146145,0
146150,0
146151,0
146172,0
146180,0
146183,0
146184,0
146196,0
146197,0
146199,0
146202,0
146206,0
146214,0
146221,0
146222,0
146236,0
146245,0
146246,0
146248,0
146250,0
146254,0
146264,0
146268,0
146278,0
146280,0
146285,0
146286,0
146287,0
146289,0
146295,0
146299,0
146304,0
146306,0
146310,0
146319,0
146320,0
146326,0
146327,0
146339,0
146342,0
146344,0
146351,0
146355,0
146358,0
146368,0
146369,0
146379,0
146380,0
146386,0
146393,0
146413,0
146415,0
146420,0
146424,0
146426,0
146440,0
146448,0
146450,0
146453,0
146459,0
146463,0
146467,0
146470,0
146475,0
146478,0
146481,0
146482,0
146491,0
146494,0
146502,0
146508,0
146510,0
146512,0
146541,0
146544,0
146547,0
146548,0
146555,0
146561,0
146563,0
146565,0
146567,0
146568,0
146570,0
146573,0
146586,0
146588,0
146594,0
146596,0
146607,0
146611,0
146617,0
146624,0
146630,0
146637,0
146641,0
146652,0
146657,0
146662,0
146663,0
146664,0
146670,0
146680,0
146698,0
146704,0
146709,0
146713,0
146719,0
146720,0
146728,0
146737,0
146745,0
146746,0
146751,0
146765,0
146766,0
146774,0
146779,0
146788,0
146789,0
146792,0
146800,0
146803,0
146805,0
146811,0
146820,0
146822,0
146825,0
146832,0
146838,0
146839,0
146840,0
146843,0
146849,0
146855,0
146858,0
146861,0
146863,0
146875,0
146879,0
146881,0
146882,0
146885,0
146886,0
146888,0
146892,0
146898,0
146903,0
146908,0
146922,0
146934,0
146943,0
146945,0
146947,0
146951,0
146958,0
146959,0
146967,0
146973,0
146977,0
146987,0
146994,0
146995,0
147012,0
147013,0
147018,0
147020,0
147022,0
147038,0
147049,0
147053,0
147059,0
147060,0
147063,0
147064,0
147068,0
147070,0
147072,0
147076,0
147082,0
147086,0
147089,0
147090,0
147102,0
147110,0
147113,0
147114,0
147119,0
147124,0
147126,0
147131,0
147133,0
147134,0
147150,0
147153,0
147154,0
147159,0
147160,0
147163,0
147165,0
147166,0
147173,0
147174,0
147176,0
147178,0
147180,0
147188,0
147189,0
147203,0
147205,0
147210,0
147228,0
147230,0
147250,0
147251,0
147252,0
147254,0
147260,0
147268,0
147273,0
147284,0
147291,0
147295,0
147310,0
147311,0
147314,0
147320,0
147334,0
147335,0
147343,0
147352,0
147355,0
147356,0
147375,0
147401,0
147425,0
147429,0
147431,0
147446,0
147458,0
147484,0
147488,0
147491,0
147492,0
147499,0
147503,0
147508,0
147512,0
147519,0
147523,0
147527,0
147533,0
147535,0
147536,0
147541,0
147545,0
147555,0
147563,0
147568,0
147573,0
147596,0
147599,0
147601,0
147619,0
147628,0
147630,0
147635,0
147640,0
147641,0
147643,0
147645,0
147652,0
147659,0
147661,0
147663,0
147667,0
147670,0
147674,0
147680,0
147683,0
147684,0
147685,0
147693,0
147695,0
147710,0
147719,0
147720,0
147721,0
147726,0
147727,0
147735,0
147737,0
147748,0
147755,0
147769,0
147779,0
147784,0
147787,0
147795,0
147796,0
147800,0
147803,0
147806,0
147823,0
147825,0
147831,0
147840,0
147846,0
147847,0
